Pkey,data2,data3,data4,data5,data6,data7,data8,data9,data10
1313,data2: 1313,data3: 1313,data4: 1313,data5: 1313,data6: 1313,data7: 1313,data8: 1313,data9: 1313,data10: 1313
1314,data2: 1314,data3: 1314,data4: 1314,data5: 1314,data6: 1314,data7: 1314,data8: 1314,data9: 1314,data10: 1314
1315,data2: 1315,data3: 1315,data4: 1315,data5: 1315,data6: 1315,data7: 1315,data8: 1315,data9: 1315,data10: 1315
1316,data2: 1316,data3: 1316,data4: 1316,data5: 1316,data6: 1316,data7: 1316,data8: 1316,data9: 1316,data10: 1316
1317,data2: 1317,data3: 1317,data4: 1317,data5: 1317,data6: 1317,data7: 1317,data8: 1317,data9: 1317,data10: 1317
1318,data2: 1318,data3: 1318,data4: 1318,data5: 1318,data6: 1318,data7: 1318,data8: 1318,data9: 1318,data10: 1318
1319,data2: 1319,data3: 1319,data4: 1319,data5: 1319,data6: 1319,data7: 1319,data8: 1319,data9: 1319,data10: 1319
1320,data2: 1320,data3: 1320,data4: 1320,data5: 1320,data6: 1320,data7: 1320,data8: 1320,data9: 1320,data10: 1320
1321,data2: 1321,data3: 1321,data4: 1321,data5: 1321,data6: 1321,data7: 1321,data8: 1321,data9: 1321,data10: 1321
1322,data2: 1322,data3: 1322,data4: 1322,data5: 1322,data6: 1322,data7: 1322,data8: 1322,data9: 1322,data10: 1322
1323,data2: 1323,data3: 1323,data4: 1323,data5: 1323,data6: 1323,data7: 1323,data8: 1323,data9: 1323,data10: 1323
1324,data2: 1324,data3: 1324,data4: 1324,data5: 1324,data6: 1324,data7: 1324,data8: 1324,data9: 1324,data10: 1324
1325,data2: 1325,data3: 1325,data4: 1325,data5: 1325,data6: 1325,data7: 1325,data8: 1325,data9: 1325,data10: 1325
1326,data2: 1326,data3: 1326,data4: 1326,data5: 1326,data6: 1326,data7: 1326,data8: 1326,data9: 1326,data10: 1326
1327,data2: 1327,data3: 1327,data4: 1327,data5: 1327,data6: 1327,data7: 1327,data8: 1327,data9: 1327,data10: 1327
1328,data2: 1328,data3: 1328,data4: 1328,data5: 1328,data6: 1328,data7: 1328,data8: 1328,data9: 1328,data10: 1328
1329,data2: 1329,data3: 1329,data4: 1329,data5: 1329,data6: 1329,data7: 1329,data8: 1329,data9: 1329,data10: 1329
1330,data2: 1330,data3: 1330,data4: 1330,data5: 1330,data6: 1330,data7: 1330,data8: 1330,data9: 1330,data10: 1330
1331,data2: 1331,data3: 1331,data4: 1331,data5: 1331,data6: 1331,data7: 1331,data8: 1331,data9: 1331,data10: 1331
1332,data2: 1332,data3: 1332,data4: 1332,data5: 1332,data6: 1332,data7: 1332,data8: 1332,data9: 1332,data10: 1332
1333,data2: 1333,data3: 1333,data4: 1333,data5: 1333,data6: 1333,data7: 1333,data8: 1333,data9: 1333,data10: 1333
1334,data2: 1334,data3: 1334,data4: 1334,data5: 1334,data6: 1334,data7: 1334,data8: 1334,data9: 1334,data10: 1334
1335,data2: 1335,data3: 1335,data4: 1335,data5: 1335,data6: 1335,data7: 1335,data8: 1335,data9: 1335,data10: 1335
1336,data2: 1336,data3: 1336,data4: 1336,data5: 1336,data6: 1336,data7: 1336,data8: 1336,data9: 1336,data10: 1336
1337,data2: 1337,data3: 1337,data4: 1337,data5: 1337,data6: 1337,data7: 1337,data8: 1337,data9: 1337,data10: 1337
1338,data2: 1338,data3: 1338,data4: 1338,data5: 1338,data6: 1338,data7: 1338,data8: 1338,data9: 1338,data10: 1338
1339,data2: 1339,data3: 1339,data4: 1339,data5: 1339,data6: 1339,data7: 1339,data8: 1339,data9: 1339,data10: 1339
1340,data2: 1340,data3: 1340,data4: 1340,data5: 1340,data6: 1340,data7: 1340,data8: 1340,data9: 1340,data10: 1340
1341,data2: 1341,data3: 1341,data4: 1341,data5: 1341,data6: 1341,data7: 1341,data8: 1341,data9: 1341,data10: 1341
1342,data2: 1342,data3: 1342,data4: 1342,data5: 1342,data6: 1342,data7: 1342,data8: 1342,data9: 1342,data10: 1342
1343,data2: 1343,data3: 1343,data4: 1343,data5: 1343,data6: 1343,data7: 1343,data8: 1343,data9: 1343,data10: 1343
1344,data2: 1344,data3: 1344,data4: 1344,data5: 1344,data6: 1344,data7: 1344,data8: 1344,data9: 1344,data10: 1344
1345,data2: 1345,data3: 1345,data4: 1345,data5: 1345,data6: 1345,data7: 1345,data8: 1345,data9: 1345,data10: 1345
1346,data2: 1346,data3: 1346,data4: 1346,data5: 1346,data6: 1346,data7: 1346,data8: 1346,data9: 1346,data10: 1346
1347,data2: 1347,data3: 1347,data4: 1347,data5: 1347,data6: 1347,data7: 1347,data8: 1347,data9: 1347,data10: 1347
1348,data2: 1348,data3: 1348,data4: 1348,data5: 1348,data6: 1348,data7: 1348,data8: 1348,data9: 1348,data10: 1348
1349,data2: 1349,data3: 1349,data4: 1349,data5: 1349,data6: 1349,data7: 1349,data8: 1349,data9: 1349,data10: 1349
1350,data2: 1350,data3: 1350,data4: 1350,data5: 1350,data6: 1350,data7: 1350,data8: 1350,data9: 1350,data10: 1350
1351,data2: 1351,data3: 1351,data4: 1351,data5: 1351,data6: 1351,data7: 1351,data8: 1351,data9: 1351,data10: 1351
1352,data2: 1352,data3: 1352,data4: 1352,data5: 1352,data6: 1352,data7: 1352,data8: 1352,data9: 1352,data10: 1352
1353,data2: 1353,data3: 1353,data4: 1353,data5: 1353,data6: 1353,data7: 1353,data8: 1353,data9: 1353,data10: 1353
1354,data2: 1354,data3: 1354,data4: 1354,data5: 1354,data6: 1354,data7: 1354,data8: 1354,data9: 1354,data10: 1354
1355,data2: 1355,data3: 1355,data4: 1355,data5: 1355,data6: 1355,data7: 1355,data8: 1355,data9: 1355,data10: 1355
1356,data2: 1356,data3: 1356,data4: 1356,data5: 1356,data6: 1356,data7: 1356,data8: 1356,data9: 1356,data10: 1356
1357,data2: 1357,data3: 1357,data4: 1357,data5: 1357,data6: 1357,data7: 1357,data8: 1357,data9: 1357,data10: 1357
1358,data2: 1358,data3: 1358,data4: 1358,data5: 1358,data6: 1358,data7: 1358,data8: 1358,data9: 1358,data10: 1358
1359,data2: 1359,data3: 1359,data4: 1359,data5: 1359,data6: 1359,data7: 1359,data8: 1359,data9: 1359,data10: 1359
1360,data2: 1360,data3: 1360,data4: 1360,data5: 1360,data6: 1360,data7: 1360,data8: 1360,data9: 1360,data10: 1360
1361,data2: 1361,data3: 1361,data4: 1361,data5: 1361,data6: 1361,data7: 1361,data8: 1361,data9: 1361,data10: 1361
1362,data2: 1362,data3: 1362,data4: 1362,data5: 1362,data6: 1362,data7: 1362,data8: 1362,data9: 1362,data10: 1362
1363,data2: 1363,data3: 1363,data4: 1363,data5: 1363,data6: 1363,data7: 1363,data8: 1363,data9: 1363,data10: 1363
1364,data2: 1364,data3: 1364,data4: 1364,data5: 1364,data6: 1364,data7: 1364,data8: 1364,data9: 1364,data10: 1364
1365,data2: 1365,data3: 1365,data4: 1365,data5: 1365,data6: 1365,data7: 1365,data8: 1365,data9: 1365,data10: 1365
1366,data2: 1366,data3: 1366,data4: 1366,data5: 1366,data6: 1366,data7: 1366,data8: 1366,data9: 1366,data10: 1366
1367,data2: 1367,data3: 1367,data4: 1367,data5: 1367,data6: 1367,data7: 1367,data8: 1367,data9: 1367,data10: 1367
1368,data2: 1368,data3: 1368,data4: 1368,data5: 1368,data6: 1368,data7: 1368,data8: 1368,data9: 1368,data10: 1368
1369,data2: 1369,data3: 1369,data4: 1369,data5: 1369,data6: 1369,data7: 1369,data8: 1369,data9: 1369,data10: 1369
1370,data2: 1370,data3: 1370,data4: 1370,data5: 1370,data6: 1370,data7: 1370,data8: 1370,data9: 1370,data10: 1370
1371,data2: 1371,data3: 1371,data4: 1371,data5: 1371,data6: 1371,data7: 1371,data8: 1371,data9: 1371,data10: 1371
1372,data2: 1372,data3: 1372,data4: 1372,data5: 1372,data6: 1372,data7: 1372,data8: 1372,data9: 1372,data10: 1372
1373,data2: 1373,data3: 1373,data4: 1373,data5: 1373,data6: 1373,data7: 1373,data8: 1373,data9: 1373,data10: 1373
1374,data2: 1374,data3: 1374,data4: 1374,data5: 1374,data6: 1374,data7: 1374,data8: 1374,data9: 1374,data10: 1374
1375,data2: 1375,data3: 1375,data4: 1375,data5: 1375,data6: 1375,data7: 1375,data8: 1375,data9: 1375,data10: 1375
1376,data2: 1376,data3: 1376,data4: 1376,data5: 1376,data6: 1376,data7: 1376,data8: 1376,data9: 1376,data10: 1376
1377,data2: 1377,data3: 1377,data4: 1377,data5: 1377,data6: 1377,data7: 1377,data8: 1377,data9: 1377,data10: 1377
1378,data2: 1378,data3: 1378,data4: 1378,data5: 1378,data6: 1378,data7: 1378,data8: 1378,data9: 1378,data10: 1378
1379,data2: 1379,data3: 1379,data4: 1379,data5: 1379,data6: 1379,data7: 1379,data8: 1379,data9: 1379,data10: 1379
1380,data2: 1380,data3: 1380,data4: 1380,data5: 1380,data6: 1380,data7: 1380,data8: 1380,data9: 1380,data10: 1380
1381,data2: 1381,data3: 1381,data4: 1381,data5: 1381,data6: 1381,data7: 1381,data8: 1381,data9: 1381,data10: 1381
1382,data2: 1382,data3: 1382,data4: 1382,data5: 1382,data6: 1382,data7: 1382,data8: 1382,data9: 1382,data10: 1382
1383,data2: 1383,data3: 1383,data4: 1383,data5: 1383,data6: 1383,data7: 1383,data8: 1383,data9: 1383,data10: 1383
1384,data2: 1384,data3: 1384,data4: 1384,data5: 1384,data6: 1384,data7: 1384,data8: 1384,data9: 1384,data10: 1384
1385,data2: 1385,data3: 1385,data4: 1385,data5: 1385,data6: 1385,data7: 1385,data8: 1385,data9: 1385,data10: 1385
1386,data2: 1386,data3: 1386,data4: 1386,data5: 1386,data6: 1386,data7: 1386,data8: 1386,data9: 1386,data10: 1386
1387,data2: 1387,data3: 1387,data4: 1387,data5: 1387,data6: 1387,data7: 1387,data8: 1387,data9: 1387,data10: 1387
1388,data2: 1388,data3: 1388,data4: 1388,data5: 1388,data6: 1388,data7: 1388,data8: 1388,data9: 1388,data10: 1388
1389,data2: 1389,data3: 1389,data4: 1389,data5: 1389,data6: 1389,data7: 1389,data8: 1389,data9: 1389,data10: 1389
1390,data2: 1390,data3: 1390,data4: 1390,data5: 1390,data6: 1390,data7: 1390,data8: 1390,data9: 1390,data10: 1390
1391,data2: 1391,data3: 1391,data4: 1391,data5: 1391,data6: 1391,data7: 1391,data8: 1391,data9: 1391,data10: 1391
1392,data2: 1392,data3: 1392,data4: 1392,data5: 1392,data6: 1392,data7: 1392,data8: 1392,data9: 1392,data10: 1392
1393,data2: 1393,data3: 1393,data4: 1393,data5: 1393,data6: 1393,data7: 1393,data8: 1393,data9: 1393,data10: 1393
1394,data2: 1394,data3: 1394,data4: 1394,data5: 1394,data6: 1394,data7: 1394,data8: 1394,data9: 1394,data10: 1394
1395,data2: 1395,data3: 1395,data4: 1395,data5: 1395,data6: 1395,data7: 1395,data8: 1395,data9: 1395,data10: 1395
1396,data2: 1396,data3: 1396,data4: 1396,data5: 1396,data6: 1396,data7: 1396,data8: 1396,data9: 1396,data10: 1396
1397,data2: 1397,data3: 1397,data4: 1397,data5: 1397,data6: 1397,data7: 1397,data8: 1397,data9: 1397,data10: 1397
1398,data2: 1398,data3: 1398,data4: 1398,data5: 1398,data6: 1398,data7: 1398,data8: 1398,data9: 1398,data10: 1398
1399,data2: 1399,data3: 1399,data4: 1399,data5: 1399,data6: 1399,data7: 1399,data8: 1399,data9: 1399,data10: 1399
1400,data2: 1400,data3: 1400,data4: 1400,data5: 1400,data6: 1400,data7: 1400,data8: 1400,data9: 1400,data10: 1400
233,2334,malformed data!!!!
1401,data2: 1401,data3: 1401,data4: 1401,data5: 1401,data6: 1401,data7: 1401,data8: 1401,data9: 1401,data10: 1401
1402,data2: 1402,data3: 1402,data4: 1402,data5: 1402,data6: 1402,data7: 1402,data8: 1402,data9: 1402,data10: 1402
1403,data2: 1403,data3: 1403,data4: 1403,data5: 1403,data6: 1403,data7: 1403,data8: 1403,data9: 1403,data10: 1403
1404,data2: 1404,data3: 1404,data4: 1404,data5: 1404,data6: 1404,data7: 1404,data8: 1404,data9: 1404,data10: 1404
1405,data2: 1405,data3: 1405,data4: 1405,data5: 1405,data6: 1405,data7: 1405,data8: 1405,data9: 1405,data10: 1405
1406,data2: 1406,data3: 1406,data4: 1406,data5: 1406,data6: 1406,data7: 1406,data8: 1406,data9: 1406,data10: 1406
1407,data2: 1407,data3: 1407,data4: 1407,data5: 1407,data6: 1407,data7: 1407,data8: 1407,data9: 1407,data10: 1407
1408,data2: 1408,data3: 1408,data4: 1408,data5: 1408,data6: 1408,data7: 1408,data8: 1408,data9: 1408,data10: 1408
1409,data2: 1409,data3: 1409,data4: 1409,data5: 1409,data6: 1409,data7: 1409,data8: 1409,data9: 1409,data10: 1409
1410,data2: 1410,data3: 1410,data4: 1410,data5: 1410,data6: 1410,data7: 1410,data8: 1410,data9: 1410,data10: 1410
1411,data2: 1411,data3: 1411,data4: 1411,data5: 1411,data6: 1411,data7: 1411,data8: 1411,data9: 1411,data10: 1411
1412,data2: 1412,data3: 1412,data4: 1412,data5: 1412,data6: 1412,data7: 1412,data8: 1412,data9: 1412,data10: 1412
1413,data2: 1413,data3: 1413,data4: 1413,data5: 1413,data6: 1413,data7: 1413,data8: 1413,data9: 1413,data10: 1413
1414,data2: 1414,data3: 1414,data4: 1414,data5: 1414,data6: 1414,data7: 1414,data8: 1414,data9: 1414,data10: 1414
1415,data2: 1415,data3: 1415,data4: 1415,data5: 1415,data6: 1415,data7: 1415,data8: 1415,data9: 1415,data10: 1415
1416,data2: 1416,data3: 1416,data4: 1416,data5: 1416,data6: 1416,data7: 1416,data8: 1416,data9: 1416,data10: 1416
1417,data2: 1417,data3: 1417,data4: 1417,data5: 1417,data6: 1417,data7: 1417,data8: 1417,data9: 1417,data10: 1417
1418,data2: 1418,data3: 1418,data4: 1418,data5: 1418,data6: 1418,data7: 1418,data8: 1418,data9: 1418,data10: 1418
1419,data2: 1419,data3: 1419,data4: 1419,data5: 1419,data6: 1419,data7: 1419,data8: 1419,data9: 1419,data10: 1419
1420,data2: 1420,data3: 1420,data4: 1420,data5: 1420,data6: 1420,data7: 1420,data8: 1420,data9: 1420,data10: 1420
1421,data2: 1421,data3: 1421,data4: 1421,data5: 1421,data6: 1421,data7: 1421,data8: 1421,data9: 1421,data10: 1421
1422,data2: 1422,data3: 1422,data4: 1422,data5: 1422,data6: 1422,data7: 1422,data8: 1422,data9: 1422,data10: 1422
1423,data2: 1423,data3: 1423,data4: 1423,data5: 1423,data6: 1423,data7: 1423,data8: 1423,data9: 1423,data10: 1423
1424,data2: 1424,data3: 1424,data4: 1424,data5: 1424,data6: 1424,data7: 1424,data8: 1424,data9: 1424,data10: 1424
1425,data2: 1425,data3: 1425,data4: 1425,data5: 1425,data6: 1425,data7: 1425,data8: 1425,data9: 1425,data10: 1425
1426,data2: 1426,data3: 1426,data4: 1426,data5: 1426,data6: 1426,data7: 1426,data8: 1426,data9: 1426,data10: 1426
1427,data2: 1427,data3: 1427,data4: 1427,data5: 1427,data6: 1427,data7: 1427,data8: 1427,data9: 1427,data10: 1427
1428,data2: 1428,data3: 1428,data4: 1428,data5: 1428,data6: 1428,data7: 1428,data8: 1428,data9: 1428,data10: 1428
1429,data2: 1429,data3: 1429,data4: 1429,data5: 1429,data6: 1429,data7: 1429,data8: 1429,data9: 1429,data10: 1429
1430,data2: 1430,data3: 1430,data4: 1430,data5: 1430,data6: 1430,data7: 1430,data8: 1430,data9: 1430,data10: 1430
1431,data2: 1431,data3: 1431,data4: 1431,data5: 1431,data6: 1431,data7: 1431,data8: 1431,data9: 1431,data10: 1431
1432,data2: 1432,data3: 1432,data4: 1432,data5: 1432,data6: 1432,data7: 1432,data8: 1432,data9: 1432,data10: 1432
1433,data2: 1433,data3: 1433,data4: 1433,data5: 1433,data6: 1433,data7: 1433,data8: 1433,data9: 1433,data10: 1433
1434,data2: 1434,data3: 1434,data4: 1434,data5: 1434,data6: 1434,data7: 1434,data8: 1434,data9: 1434,data10: 1434
1435,data2: 1435,data3: 1435,data4: 1435,data5: 1435,data6: 1435,data7: 1435,data8: 1435,data9: 1435,data10: 1435
1436,data2: 1436,data3: 1436,data4: 1436,data5: 1436,data6: 1436,data7: 1436,data8: 1436,data9: 1436,data10: 1436
1437,data2: 1437,data3: 1437,data4: 1437,data5: 1437,data6: 1437,data7: 1437,data8: 1437,data9: 1437,data10: 1437
1438,data2: 1438,data3: 1438,data4: 1438,data5: 1438,data6: 1438,data7: 1438,data8: 1438,data9: 1438,data10: 1438
1439,data2: 1439,data3: 1439,data4: 1439,data5: 1439,data6: 1439,data7: 1439,data8: 1439,data9: 1439,data10: 1439
1440,data2: 1440,data3: 1440,data4: 1440,data5: 1440,data6: 1440,data7: 1440,data8: 1440,data9: 1440,data10: 1440
1441,data2: 1441,data3: 1441,data4: 1441,data5: 1441,data6: 1441,data7: 1441,data8: 1441,data9: 1441,data10: 1441
1442,data2: 1442,data3: 1442,data4: 1442,data5: 1442,data6: 1442,data7: 1442,data8: 1442,data9: 1442,data10: 1442
1443,data2: 1443,data3: 1443,data4: 1443,data5: 1443,data6: 1443,data7: 1443,data8: 1443,data9: 1443,data10: 1443
1444,data2: 1444,data3: 1444,data4: 1444,data5: 1444,data6: 1444,data7: 1444,data8: 1444,data9: 1444,data10: 1444
1445,data2: 1445,data3: 1445,data4: 1445,data5: 1445,data6: 1445,data7: 1445,data8: 1445,data9: 1445,data10: 1445
1446,data2: 1446,data3: 1446,data4: 1446,data5: 1446,data6: 1446,data7: 1446,data8: 1446,data9: 1446,data10: 1446
1447,data2: 1447,data3: 1447,data4: 1447,data5: 1447,data6: 1447,data7: 1447,data8: 1447,data9: 1447,data10: 1447
1448,data2: 1448,data3: 1448,data4: 1448,data5: 1448,data6: 1448,data7: 1448,data8: 1448,data9: 1448,data10: 1448
1449,data2: 1449,data3: 1449,data4: 1449,data5: 1449,data6: 1449,data7: 1449,data8: 1449,data9: 1449,data10: 1449
1450,data2: 1450,data3: 1450,data4: 1450,data5: 1450,data6: 1450,data7: 1450,data8: 1450,data9: 1450,data10: 1450
1451,data2: 1451,data3: 1451,data4: 1451,data5: 1451,data6: 1451,data7: 1451,data8: 1451,data9: 1451,data10: 1451
1452,data2: 1452,data3: 1452,data4: 1452,data5: 1452,data6: 1452,data7: 1452,data8: 1452,data9: 1452,data10: 1452
1453,data2: 1453,data3: 1453,data4: 1453,data5: 1453,data6: 1453,data7: 1453,data8: 1453,data9: 1453,data10: 1453
1454,data2: 1454,data3: 1454,data4: 1454,data5: 1454,data6: 1454,data7: 1454,data8: 1454,data9: 1454,data10: 1454
1455,data2: 1455,data3: 1455,data4: 1455,data5: 1455,data6: 1455,data7: 1455,data8: 1455,data9: 1455,data10: 1455
1456,data2: 1456,data3: 1456,data4: 1456,data5: 1456,data6: 1456,data7: 1456,data8: 1456,data9: 1456,data10: 1456
1457,data2: 1457,data3: 1457,data4: 1457,data5: 1457,data6: 1457,data7: 1457,data8: 1457,data9: 1457,data10: 1457
1458,data2: 1458,data3: 1458,data4: 1458,data5: 1458,data6: 1458,data7: 1458,data8: 1458,data9: 1458,data10: 1458
1459,data2: 1459,data3: 1459,data4: 1459,data5: 1459,data6: 1459,data7: 1459,data8: 1459,data9: 1459,data10: 1459
1460,data2: 1460,data3: 1460,data4: 1460,data5: 1460,data6: 1460,data7: 1460,data8: 1460,data9: 1460,data10: 1460
1461,data2: 1461,data3: 1461,data4: 1461,data5: 1461,data6: 1461,data7: 1461,data8: 1461,data9: 1461,data10: 1461
1462,data2: 1462,data3: 1462,data4: 1462,data5: 1462,data6: 1462,data7: 1462,data8: 1462,data9: 1462,data10: 1462
1463,data2: 1463,data3: 1463,data4: 1463,data5: 1463,data6: 1463,data7: 1463,data8: 1463,data9: 1463,data10: 1463
1464,data2: 1464,data3: 1464,data4: 1464,data5: 1464,data6: 1464,data7: 1464,data8: 1464,data9: 1464,data10: 1464
1465,data2: 1465,data3: 1465,data4: 1465,data5: 1465,data6: 1465,data7: 1465,data8: 1465,data9: 1465,data10: 1465
1466,data2: 1466,data3: 1466,data4: 1466,data5: 1466,data6: 1466,data7: 1466,data8: 1466,data9: 1466,data10: 1466
1467,data2: 1467,data3: 1467,data4: 1467,data5: 1467,data6: 1467,data7: 1467,data8: 1467,data9: 1467,data10: 1467
1468,data2: 1468,data3: 1468,data4: 1468,data5: 1468,data6: 1468,data7: 1468,data8: 1468,data9: 1468,data10: 1468
1469,data2: 1469,data3: 1469,data4: 1469,data5: 1469,data6: 1469,data7: 1469,data8: 1469,data9: 1469,data10: 1469
1470,data2: 1470,data3: 1470,data4: 1470,data5: 1470,data6: 1470,data7: 1470,data8: 1470,data9: 1470,data10: 1470
1471,data2: 1471,data3: 1471,data4: 1471,data5: 1471,data6: 1471,data7: 1471,data8: 1471,data9: 1471,data10: 1471
1472,data2: 1472,data3: 1472,data4: 1472,data5: 1472,data6: 1472,data7: 1472,data8: 1472,data9: 1472,data10: 1472
1473,data2: 1473,data3: 1473,data4: 1473,data5: 1473,data6: 1473,data7: 1473,data8: 1473,data9: 1473,data10: 1473
1474,data2: 1474,data3: 1474,data4: 1474,data5: 1474,data6: 1474,data7: 1474,data8: 1474,data9: 1474,data10: 1474
1475,data2: 1475,data3: 1475,data4: 1475,data5: 1475,data6: 1475,data7: 1475,data8: 1475,data9: 1475,data10: 1475
1476,data2: 1476,data3: 1476,data4: 1476,data5: 1476,data6: 1476,data7: 1476,data8: 1476,data9: 1476,data10: 1476
1477,data2: 1477,data3: 1477,data4: 1477,data5: 1477,data6: 1477,data7: 1477,data8: 1477,data9: 1477,data10: 1477
1478,data2: 1478,data3: 1478,data4: 1478,data5: 1478,data6: 1478,data7: 1478,data8: 1478,data9: 1478,data10: 1478
1479,data2: 1479,data3: 1479,data4: 1479,data5: 1479,data6: 1479,data7: 1479,data8: 1479,data9: 1479,data10: 1479
1480,data2: 1480,data3: 1480,data4: 1480,data5: 1480,data6: 1480,data7: 1480,data8: 1480,data9: 1480,data10: 1480
1481,data2: 1481,data3: 1481,data4: 1481,data5: 1481,data6: 1481,data7: 1481,data8: 1481,data9: 1481,data10: 1481
1482,data2: 1482,data3: 1482,data4: 1482,data5: 1482,data6: 1482,data7: 1482,data8: 1482,data9: 1482,data10: 1482
1483,data2: 1483,data3: 1483,data4: 1483,data5: 1483,data6: 1483,data7: 1483,data8: 1483,data9: 1483,data10: 1483
1484,data2: 1484,data3: 1484,data4: 1484,data5: 1484,data6: 1484,data7: 1484,data8: 1484,data9: 1484,data10: 1484
1485,data2: 1485,data3: 1485,data4: 1485,data5: 1485,data6: 1485,data7: 1485,data8: 1485,data9: 1485,data10: 1485
1486,data2: 1486,data3: 1486,data4: 1486,data5: 1486,data6: 1486,data7: 1486,data8: 1486,data9: 1486,data10: 1486
1487,data2: 1487,data3: 1487,data4: 1487,data5: 1487,data6: 1487,data7: 1487,data8: 1487,data9: 1487,data10: 1487
1488,data2: 1488,data3: 1488,data4: 1488,data5: 1488,data6: 1488,data7: 1488,data8: 1488,data9: 1488,data10: 1488
1489,data2: 1489,data3: 1489,data4: 1489,data5: 1489,data6: 1489,data7: 1489,data8: 1489,data9: 1489,data10: 1489
1490,data2: 1490,data3: 1490,data4: 1490,data5: 1490,data6: 1490,data7: 1490,data8: 1490,data9: 1490,data10: 1490
1491,data2: 1491,data3: 1491,data4: 1491,data5: 1491,data6: 1491,data7: 1491,data8: 1491,data9: 1491,data10: 1491
1492,data2: 1492,data3: 1492,data4: 1492,data5: 1492,data6: 1492,data7: 1492,data8: 1492,data9: 1492,data10: 1492
1493,data2: 1493,data3: 1493,data4: 1493,data5: 1493,data6: 1493,data7: 1493,data8: 1493,data9: 1493,data10: 1493
1494,data2: 1494,data3: 1494,data4: 1494,data5: 1494,data6: 1494,data7: 1494,data8: 1494,data9: 1494,data10: 1494
1495,data2: 1495,data3: 1495,data4: 1495,data5: 1495,data6: 1495,data7: 1495,data8: 1495,data9: 1495,data10: 1495
